,LOAD_TIME,FFP_DATE,LAST_TO_END,FLIGHT_COUNT,avg_discount,SEG_KM_SUM,LAST_TO_END
237,2014/03/31,2011/08/20,6,79,0.7788971640000001,151183,6
238,2014/03/31,2006/03/28,7,76,1.367977249,86061,7
239,2014/03/31,2007/07/14,1,100,1.282347182,91727,1
240,2014/03/31,2004/11/20,1,107,0.7108682190000001,165304,1
241,2014/03/31,2006/02/02,290,25,1.074683178,109336,290
242,2014/03/31,2008/06/01,13,114,0.774562836,151625,13
243,2014/03/31,2010/03/10,9,57,1.3949203140000002,84080,9
244,2014/03/31,2007/01/09,22,76,0.98076627,119514,22
245,2014/03/31,2012/10/17,99,11,1.05,111496,99
246,2014/03/31,2006/04/11,30,43,1.240551283,94144,30
247,2014/03/31,2011/02/22,22,20,0.7845195429999999,148827,22
248,2014/03/31,2007/06/17,32,53,1.373478,85000,32
249,2014/03/31,2005/09/09,4,56,1.403768453,82981,4
250,2014/03/31,2011/09/28,2,84,0.827823318,140535,2
251,2014/03/31,2008/03/15,6,111,0.819703519,141864,6
252,2014/03/31,2011/05/30,18,109,0.921339098,126167,18
253,2014/03/31,2006/03/02,5,60,1.175007596,98083,5
254,2014/03/31,2010/07/25,3,61,0.713012031,161499,3
255,2014/03/31,2008/08/28,9,43,1.231469603,93447,9
256,2014/03/31,2006/12/07,5,149,0.724336929,157683,5
257,2014/03/31,2010/10/20,4,43,1.020765158,111807,4
258,2014/03/31,2010/04/25,83,56,0.995827664,114358,83
259,2014/03/31,2005/11/15,3,94,1.040933738,109142,3
260,2014/03/31,2005/08/30,13,84,0.811427392,139338,13
261,2014/03/31,2012/07/20,9,16,1.051401627,107047,9
262,2014/03/31,2006/01/24,17,128,0.856878118,131315,17
263,2014/03/31,2006/10/26,2,124,0.8600265340000001,130776,2
264,2014/03/31,2011/01/28,4,111,0.8591966129999999,130622,4
265,2014/03/31,2009/07/09,1,77,0.832180765,134838,1
266,2014/03/31,2006/04/02,22,42,1.4360421369999998,77936,22
267,2014/03/31,2009/11/02,1,124,0.695089955,160524,1
268,2014/03/31,2011/07/25,6,19,1.156085303,96503,6
269,2014/03/31,2010/08/28,45,53,0.828407972,134627,45
270,2014/03/31,2011/06/01,1,61,1.337276713,83245,1
271,2014/03/31,2009/12/12,1,17,1.056396083,105377,1
272,2014/03/31,2011/08/28,4,48,0.934725209,119036,4
273,2014/03/31,2006/10/13,22,26,1.178456641,94249,22
274,2014/03/31,2006/03/11,31,43,1.3955870869999998,79426,31
275,2014/03/31,2009/08/07,61,87,0.962306964,115134,61
276,2014/03/31,2010/05/22,1,114,0.889901525,124499,1
277,2014/03/31,2010/02/19,20,54,1.462917873,75651,20
278,2014/03/31,2009/12/09,20,68,0.676618926,163454,20
279,2014/03/31,2007/09/28,6,112,0.82046172,134757,6
280,2014/03/31,2008/10/12,13,73,0.6731207379999999,163958,13
281,2014/03/31,2007/06/12,38,49,1.368281891,80641,38
282,2014/03/31,2012/08/22,2,40,0.868515165,127004,2
283,2014/03/31,2005/03/16,5,82,0.81353969,135413,5
284,2014/03/31,2009/01/17,1,154,0.8481413309999999,129582,1
285,2014/03/31,2005/11/17,13,58,0.7557019559999999,145294,13
286,2014/03/31,2008/08/12,2,52,1.120337764,97731,2
287,2014/03/31,2010/11/10,8,43,1.388142957,78765,8
288,2014/03/31,2009/02/09,4,105,0.7888733920000001,138593,4
289,2014/03/31,2006/01/10,4,97,0.93836632,116461,4
290,2014/03/31,2010/06/09,112,17,0.896000164,121870,112
291,2014/03/31,2010/02/26,59,32,1.416159832,77106,59
292,2014/03/31,2010/05/31,5,37,0.914270784,119320,5
293,2014/03/31,2006/03/31,5,86,0.682643911,159612,5
294,2014/03/31,2012/03/17,13,62,0.778110575,139995,13
295,2014/03/31,2010/12/16,11,67,0.856602875,127081,11
296,2014/03/31,2006/06/29,8,84,0.837625235,129836,8
297,2014/03/31,2009/01/15,8,117,0.8163014759999999,132853,8
298,2014/03/31,2009/06/10,2,122,0.837572715,129272,2
299,2014/03/31,2006/05/04,24,87,0.82610529,131029,24
300,2014/03/31,2009/01/20,2,73,1.434756209,75413,2
301,2014/03/31,2005/09/09,8,97,0.949395993,113939,8
302,2014/03/31,2010/02/23,5,93,0.7180637,150612,5
303,2014/03/31,2010/02/23,8,83,0.8017396990000001,134621,8
304,2014/03/31,2010/09/15,11,105,0.7375951740000001,145865,11
305,2014/03/31,2007/12/28,56,27,0.654476682,164336,56
306,2014/03/31,2005/12/21,31,24,0.968107765,110964,31
307,2014/03/31,2006/04/06,2,137,0.874927107,122439,2
308,2014/03/31,2012/09/02,22,57,1.187537496,90144,22
309,2014/03/31,2009/12/05,7,50,1.201031476,89115,7
310,2014/03/31,2011/05/27,8,45,0.765013009,139898,8
311,2014/03/31,2011/10/17,1,109,0.877036239,122024,1
312,2014/03/31,2009/12/15,18,46,1.32374168,80830,18
313,2014/03/31,2008/07/22,17,77,0.763144213,139876,17
314,2014/03/31,2006/10/01,5,60,0.689844509,154736,5
315,2014/03/31,2012/06/12,6,66,0.705022823,151383,6
316,2014/03/31,2007/04/03,4,77,0.74088551,144030,4
317,2014/03/31,2006/03/04,16,77,1.325833583,80208,16
318,2014/03/31,2010/10/21,13,28,1.3789923219999998,77108,13
319,2014/03/31,2011/05/08,113,34,0.739229694,143761,113
320,2014/03/31,2007/06/11,9,62,0.751386294,141413,9
321,2014/03/31,2010/04/30,34,53,1.440717609,73717,34
322,2014/03/31,2011/09/18,4,37,1.4590118369999998,72741,4
323,2014/03/31,2007/02/10,65,94,0.839762709,126174,65
324,2014/03/31,2007/06/21,10,48,1.4236073969999998,74411,10
325,2014/03/31,2010/07/28,5,52,1.430674841,73647,5
326,2014/03/31,2011/05/11,1,52,0.776371777,135689,1
327,2014/03/31,2005/11/02,33,59,0.827179729,127314,33
328,2014/03/31,2008/02/26,9,72,0.705943112,149171,9
329,2014/03/31,2008/05/19,13,47,1.37078264,76753,13
330,2014/03/31,2004/11/23,9,107,0.619739087,169750,9
331,2014/03/31,2011/07/11,23,96,0.7718554670000001,136246,23
332,2014/03/31,2012/04/18,5,132,0.694012613,151273,5
333,2014/03/31,2011/01/19,2,168,0.8006591590000001,130985,2
334,2014/03/31,2011/12/05,17,49,0.837061811,125237,17
335,2014/03/31,2004/12/02,136,12,1.00799115,103960,136
336,2014/03/31,2006/12/06,13,36,0.954319431,109695,13
337,2014/03/31,2006/04/23,77,21,0.7606666670000001,137610,77
338,2014/03/31,2009/01/17,24,60,0.760252081,137654,24
339,2014/03/31,2004/11/26,33,84,0.8915401,117382,33
340,2014/03/31,2006/04/03,7,59,1.075326325,97219,7
341,2014/03/31,2006/04/16,1,118,0.746258043,139566,1
342,2014/03/31,2008/08/20,27,49,1.327684941,78417,27
343,2014/03/31,2012/08/28,4,74,0.91433425,113789,4
344,2014/03/31,2011/12/10,7,64,0.7440065220000001,139827,7
345,2014/03/31,2007/08/08,19,47,1.461826465,71121,19
346,2014/03/31,2006/11/08,1,46,1.462023883,71012,1
347,2014/03/31,2007/05/29,7,115,0.8967864,115562,7
348,2014/03/31,2010/10/02,13,28,1.434513512,72232,13
349,2014/03/31,2010/06/25,351,12,1.029644795,100421,351
350,2014/03/31,2006/07/23,8,65,1.107523948,93221,8
351,2014/03/31,2009/12/12,66,24,0.562442563,183418,66
352,2014/03/31,2008/08/08,4,50,0.7601155829999999,135574,4
353,2014/03/31,2007/04/25,5,98,0.728867305,141053,5
354,2014/03/31,2005/09/04,1,46,1.3989986090000002,73338,1
355,2014/03/31,2009/06/17,17,61,0.899280547,114031,17
356,2014/03/31,2011/11/10,84,28,1.238878525,82659,84
357,2014/03/31,2012/01/16,68,28,1.3861765419999998,73852,68
358,2014/03/31,2012/10/12,15,17,0.978310605,104641,15
359,2014/03/31,2006/05/18,1,51,1.416135816,72274,1
360,2014/03/31,2008/02/24,16,85,0.974864579,104969,16
361,2014/03/31,2006/01/25,2,128,0.69244581,147767,2
362,2014/03/31,2012/09/08,14,23,0.6506196479999999,157186,14
363,2014/03/31,2008/02/14,2,78,0.84343724,121231,2
364,2014/03/31,2009/01/05,1,67,0.754458243,135439,1
365,2014/03/31,2005/08/11,1,96,0.775295546,131739,1
366,2014/03/31,2011/04/03,20,118,0.7100688479999999,143796,20
367,2014/03/31,2012/07/15,48,86,0.792415925,128754,48
368,2014/03/31,2012/02/15,5,36,0.82250645,124032,5
369,2014/03/31,2009/07/01,83,10,1.025894957,99312,83
370,2014/03/31,2006/09/18,1,34,1.443316261,70486,1
371,2014/03/31,2006/07/21,2,23,1.357742091,74910,2
372,2014/03/31,2007/02/01,5,76,0.7315326879999999,138952,5
373,2014/03/31,2009/12/26,19,45,0.696498655,145724,19
374,2014/03/31,2005/08/15,18,111,0.697522309,145458,18
375,2014/03/31,2006/04/14,25,47,1.230913428,82382,25
376,2014/03/31,2006/01/30,1,84,1.337146213,75766,1
377,2014/03/31,2005/03/27,1,134,0.8674246959999999,116627,1
378,2014/03/31,2006/03/27,3,46,0.7711733270000001,130782,3
379,2014/03/31,2004/11/01,6,96,0.746628299,135009,6
380,2014/03/31,2011/01/03,94,16,0.936013465,107690,94
381,2014/03/31,2005/06/22,11,83,0.7554607959999999,133367,11
382,2014/03/31,2005/09/03,3,93,0.91579564,109943,3
383,2014/03/31,2011/07/01,6,13,0.632307692,159016,6
384,2014/03/31,2012/10/13,2,36,0.886428351,113253,2
385,2014/03/31,2006/04/28,11,73,0.810458452,123568,11
386,2014/03/31,2012/01/14,1,98,1.303309449,76759,1
387,2014/03/31,2006/05/05,3,116,0.7104835279999999,140571,3
388,2014/03/31,2005/04/26,17,61,1.230116011,81113,17
389,2014/03/31,2010/07/19,13,85,1.401901923,70965,13
390,2014/03/31,2007/05/16,10,48,1.453157218,68459,10
391,2014/03/31,2007/10/17,6,104,0.7217528940000001,137698,6
392,2014/03/31,2006/05/19,12,57,1.179321043,84129,12
393,2014/03/31,2006/04/13,9,43,0.757415506,130985,9
394,2014/03/31,2011/02/25,12,101,0.841051069,117880,12
395,2014/03/31,2007/10/30,2,69,0.7021256840000001,141164,2
396,2014/03/31,2007/10/31,5,71,1.413737887,70069,5
397,2014/03/31,2009/01/06,5,124,0.837548052,118049,5
398,2014/03/31,2007/11/16,18,86,1.10819519,89195,18
399,2014/03/31,2007/06/22,12,82,0.8186665390000001,120536,12
400,2014/03/31,2011/03/07,1,122,0.7144708040000001,137879,1
401,2014/03/31,2012/06/02,20,18,0.718332944,136876,20
402,2014/03/31,2005/02/08,22,39,1.387449853,70792,22
403,2014/03/31,2010/07/01,4,83,0.870657357,112709,4
404,2014/03/31,2007/06/06,1,81,0.982403492,99888,1
405,2014/03/31,2008/09/23,34,66,0.8786453000000002,111545,34
406,2014/03/31,2005/03/16,41,46,1.365195471,71622,41
407,2014/03/31,2007/08/31,3,75,0.745084105,131146,3
408,2014/03/31,2005/01/28,79,69,0.7741921070000001,126180,79
409,2014/03/31,2009/09/03,10,45,1.432941764,68136,10
410,2014/03/31,2007/07/03,4,36,1.460493648,66829,4
411,2014/03/31,2004/12/02,1,106,0.7464892759999999,130691,1
412,2014/03/31,2010/06/14,19,64,1.464381643,66612,19
413,2014/03/31,2011/09/01,6,61,0.7340983609999999,132797,6
414,2014/03/31,2012/08/26,1,67,0.788739195,123556,1
415,2014/03/31,2006/04/19,30,52,0.778333174,125190,30
416,2014/03/31,2011/03/21,13,21,0.704172358,138363,13
417,2014/03/31,2011/09/18,9,100,0.8364075999999999,116315,9
418,2014/03/31,2008/03/21,1,119,0.971327249,100147,1
419,2014/03/31,2005/02/26,20,79,1.305487564,74503,20
420,2014/03/31,2009/08/27,4,101,0.822947613,118160,4
421,2014/03/31,2005/09/09,5,116,0.750052132,129478,5
422,2014/03/31,2011/04/09,85,42,1.303695272,74368,85
423,2014/03/31,2005/04/09,3,82,0.7679306220000001,126149,3
424,2014/03/31,2005/10/07,11,96,0.72174598,134194,11
425,2014/03/31,2008/08/28,11,79,0.779597965,124218,11
426,2014/03/31,2006/03/17,4,133,0.675632052,143216,4
427,2014/03/31,2009/02/22,15,73,0.7170868140000001,134897,15
428,2014/03/31,2006/03/28,1,58,0.7904340040000001,122349,1
429,2014/03/31,2008/09/23,135,19,0.7423071720000001,130168,135
430,2014/03/31,2013/01/20,1,62,1.265360941,76356,1
431,2014/03/31,2007/11/17,5,46,1.425841856,67761,5
432,2014/03/31,2011/06/02,16,38,1.450518407,66550,16
433,2014/03/31,2010/07/21,23,65,0.858959758,112320,23
434,2014/03/31,2012/12/07,13,15,0.968166892,99645,13
435,2014/03/31,2010/05/27,2,93,0.754275019,127824,2
436,2014/03/31,2008/10/20,6,13,0.6511630820000001,147883,6
437,2014/03/31,2007/12/03,4,60,0.811934708,118514,4
438,2014/03/31,2010/09/25,2,93,0.82114127,117159,2
